t,n_workers,total_mb,event
38052,8,14732.0,
38082,8,15051.7,
38112,8,14842.5,
38142,8,15041.5,
38172,8,14724.7,
38202,8,15154.6,
38232,8,15605.2,
38262,8,14848.5,
38292,8,14950.7,
38322,8,15197.0,
38353,8,14957.0,
38383,8,14736.2,
38413,8,15319.2,
38443,8,14887.6,
38473,8,15117.7,recycle
38503,0,0.0,
38533,0,0.0,
38563,8,1932.2,
38593,8,3569.3,
38623,8,5472.5,
38653,8,7965.1,
38683,8,8948.5,
38713,8,9397.5,
38743,8,10776.4,
38773,8,10539.0,
38803,8,10705.4,
38833,8,10947.8,
38863,8,11330.2,
38894,8,11375.7,
38924,8,11833.2,
38954,8,11663.0,
38984,8,12080.7,
39014,8,11861.2,
39044,8,12420.4,
39074,8,12199.3,
39104,8,12401.9,
39134,8,12306.4,
39164,8,12782.5,
39194,8,13005.6,
39224,8,12933.9,
39254,8,12969.9,
39284,8,12972.9,
39314,8,13088.8,
39344,8,12985.9,
39374,8,13378.3,
39405,8,13342.6,
39435,8,13359.0,
39465,8,13441.6,
39495,8,13722.9,
39525,8,13906.0,
39555,8,14022.1,
39585,8,13828.5,
39615,8,13866.0,
39645,8,13763.6,
39675,8,13947.6,
39705,8,14094.1,
39735,8,14100.9,
39765,8,14199.1,
39795,8,14192.4,
39825,8,14227.9,
39855,8,14305.7,
39885,8,14653.7,
39915,8,14906.7,
39946,8,14621.1,
39976,8,14540.8,
40006,8,14792.8,
40036,8,14589.5,
40066,8,14744.8,
40096,8,14670.2,
40126,8,15066.7,
40156,8,15175.0,
40186,8,14730.3,
40216,8,14786.7,
40246,8,14879.2,
40276,8,15244.4,
40306,8,14843.3,
40336,8,15256.8,
40366,8,15106.2,
40396,8,15230.0,
40426,8,15085.8,
40456,8,15295.2,
40487,8,14842.3,
40517,8,15376.3,
40547,8,15119.9,
40577,8,15190.0,
40607,8,15000.0,
40637,8,15393.4,
40667,8,15349.6,
40697,8,15031.1,
40727,8,15380.2,
40757,8,15683.4,
40787,8,15190.6,
40817,8,15263.1,
40847,8,15655.1,
40877,8,15530.1,recycle
40907,0,0.0,
40937,0,0.0,
40967,8,1934.5,
40997,8,5001.9,
41027,8,7503.2,
41057,8,8471.8,
41088,8,8804.1,
41118,8,10535.2,
41148,8,10711.1,
41178,8,11091.5,
41208,8,11519.9,
41238,8,11665.6,
41268,8,11782.3,
41298,8,11876.7,
41328,8,12312.2,
41358,8,12033.8,
41388,8,12281.2,
41418,8,12643.5,
41448,8,12256.2,
41478,8,12221.3,
41508,8,12443.6,
41538,8,12934.9,
41568,8,12798.8,
41599,8,12883.4,
41629,8,12670.0,
41659,8,12777.0,
41689,8,12952.7,
41719,8,13247.5,
41749,8,13561.7,
41779,8,13265.5,
41809,8,13616.0,
41839,8,13017.1,
41869,8,13429.8,
41899,8,13288.4,
41929,8,13661.3,
41959,8,13356.1,
41989,8,13702.8,
42019,8,13885.3,
42049,8,13852.1,
42080,8,13859.9,
42110,8,13906.5,
42140,8,14139.3,
42170,8,14253.6,
42200,8,14048.9,
42230,8,14230.7,
42260,8,14373.0,
42290,8,14673.2,
42320,8,14499.4,
42350,8,14954.5,
42380,8,14710.4,
42410,8,14854.4,
42440,8,14681.1,
42470,8,14888.0,
42500,8,14851.4,
42530,8,15273.1,
42560,8,15019.5,
42590,8,15188.2,
42620,8,15175.4,
42651,8,15067.0,
42681,8,15328.1,
42711,8,15317.3,
42741,8,15083.5,
42771,8,15091.3,
42801,8,15053.5,
42831,8,15113.3,
42861,8,15107.0,
42891,8,15420.1,
42921,8,15123.3,
42951,8,15072.0,
42981,8,15036.4,
43011,8,15101.0,
43041,8,15115.1,
43071,8,15550.8,
43101,8,15218.2,
43131,8,15376.6,
43162,8,15212.0,
43192,8,15302.9,
43222,8,15494.6,
43252,8,15582.4,
43282,8,15316.1,recycle
43312,0,0.0,
43342,0,0.0,
43372,8,1935.7,
43402,8,5001.4,
43432,8,7514.7,
43462,8,8748.9,
43492,8,9610.8,
43522,8,9632.5,
43552,8,10337.1,
43582,8,10755.3,
43612,8,10903.7,
43642,8,10966.0,
43672,8,10961.7,
43702,8,11368.2,
43733,8,11502.3,
43763,8,11630.8,
43793,8,12011.1,
43823,8,11962.9,
43853,8,12384.5,
43883,8,12601.1,
43913,8,12385.6,
43943,8,12597.9,
43973,8,12447.8,
44003,8,12883.1,
44033,8,12580.4,
44063,8,12483.5,
44093,8,13202.3,
44123,8,13604.7,
44153,8,13154.2,
44183,8,13767.8,
44213,8,13273.4,
44243,8,13373.2,
44274,8,13463.0,
44304,8,13519.3,
44334,8,13303.4,
44364,8,13755.6,
44394,8,13944.7,
44424,8,13569.7,
44454,8,14163.4,
44484,8,14398.6,
44514,8,14245.2,
44544,8,14285.6,
44574,8,14576.3,
44604,8,14901.4,
44634,8,14729.3,
44664,8,14836.3,
44694,8,14243.7,
44724,8,14278.5,
44754,8,14161.9,
44785,8,14754.9,
44815,8,14735.4,
44845,8,14852.6,
44875,8,14654.9,
44905,8,14545.3,
44935,8,14893.7,
44965,8,14892.3,
44995,8,14954.6,
45025,8,14758.0,
45055,8,14642.0,
45085,8,14608.4,
45115,8,14876.4,
45145,8,15067.4,
45175,8,15036.4,
45205,8,15079.4,
45235,8,15012.9,
45265,8,14956.0,
45296,8,14641.8,
45326,8,15203.4,
45356,8,15416.9,
45386,8,15230.6,
45416,8,15411.1,
45446,8,15385.9,
45476,8,15432.7,
45506,8,15295.9,
45536,8,15057.9,
45566,8,15404.0,
45596,8,15042.9,
45626,8,15368.2,
45656,8,15683.7,
45686,8,15226.4,recycle
45716,0,0.0,
45746,0,0.0,
45776,8,1936.5,
45807,8,4243.2,
45837,8,6046.1,
45867,8,7788.8,
45897,8,9011.3,
45927,8,10191.0,
45957,8,10703.0,
45987,8,10646.1,
46017,8,11267.9,
46047,8,11191.2,
46077,8,11115.4,
46107,8,11560.0,
46137,8,12046.3,
46167,8,12211.2,
46197,8,12303.4,
46227,8,12740.7,
46257,8,12325.8,
46287,8,12512.0,
46317,8,12694.4,
46348,8,13119.3,
46378,8,12824.2,
46408,8,13289.2,
46438,8,13298.0,
46468,8,13108.2,
46498,8,13249.9,
46528,8,13201.0,
46558,8,13262.5,
46588,8,13277.0,
46618,8,13838.9,
46648,8,13829.8,
46678,8,14111.9,
46708,8,13880.2,
46738,8,13702.2,
46768,8,14252.9,
46798,8,14110.2,
46828,8,14128.2,
46859,8,14131.2,
46889,8,14275.6,
46919,8,14341.9,
46949,8,14084.3,
46979,8,14123.6,
47009,8,14234.6,
47039,8,14576.7,
47069,8,14420.0,
47099,8,14591.3,
47129,8,14392.8,
47159,8,14405.4,
47189,8,14505.3,
47219,8,14514.8,
47249,8,14428.5,
47279,8,14290.6,
47309,8,14494.4,
47339,8,14315.3,
47370,8,14422.1,
47400,8,14989.0,
47430,8,14567.7,
47460,8,14771.6,
47490,8,14856.2,
47520,8,15204.4,
47550,8,15241.1,
47580,8,14928.9,
47610,8,14852.4,
47640,8,14992.6,
47670,8,15307.2,
47700,8,15091.5,
47730,8,15334.6,
47760,8,15355.1,
47790,8,15405.7,
47820,8,15453.1,
47850,8,15673.9,
47881,8,16180.5,
47911,8,15416.1,
47941,8,15860.1,
47971,8,15791.5,
48001,8,15395.1,
48031,8,15339.2,
48061,8,15977.5,
48091,8,16138.4,recycle
48121,0,0.0,
48151,0,0.0,
48181,8,1924.8,
48211,8,4772.3,
48241,8,6661.1,
48271,8,8977.9,
48301,8,9146.9,
48331,8,10140.3,
48361,8,10355.1,
48392,8,10908.3,
48422,8,10633.6,
48452,8,11201.6,
48482,8,11703.4,
48512,8,11513.5,
48542,8,11610.1,
48572,8,11883.8,
48602,8,12229.1,
48632,8,12354.7,
48662,8,12512.0,
48692,8,12567.8,
48722,8,12897.8,
48752,8,12272.7,
48782,8,12801.7,
48812,8,12565.9,
48842,8,12893.3,
48872,8,12712.9,
48902,8,13011.6,
48933,8,13496.0,
48963,8,13042.8,
48993,8,12992.1,
49023,8,13446.1,
49053,8,12818.7,
49083,8,13502.5,
49113,8,13249.8,
49143,8,13303.0,
49173,8,13327.6,
49203,8,13321.5,
49233,8,13982.7,
49263,8,13512.9,
49293,8,13611.1,
49323,8,13537.4,
49353,8,13963.9,
49383,8,14660.9,
49413,8,14035.5,
49443,8,14238.4,
49474,8,14374.4,
49504,8,14520.2,
49534,8,14563.0,
49564,8,14709.8,
49594,8,14463.3,
49624,8,14667.4,
49654,8,15006.2,
49684,8,14426.4,
49714,8,14968.5,
49744,8,14770.1,
49774,8,14675.4,
49804,8,14371.8,
49834,8,14839.8,
49864,8,15066.8,
49894,8,14889.6,
49924,8,14372.1,
49954,8,14998.9,
49984,8,14892.5,
50015,8,14648.9,
50045,8,14652.1,
50075,8,14717.1,
50105,8,14717.5,
50135,8,14875.9,
50165,8,15256.0,
50195,8,14876.4,
50225,8,14901.9,
50255,8,15162.5,
50285,8,15232.0,
50315,8,15092.6,
50345,8,15328.3,
50375,8,15254.0,
50405,8,15374.9,
50435,8,15426.3,
50465,8,15385.2,
50495,8,15299.7,recycle
50525,0,0.0,
50555,0,0.0,
50585,8,1921.5,
50616,8,5855.7,
50646,8,7822.7,
50676,8,8404.8,
50706,8,9624.6,
50736,8,10492.4,
50766,8,11011.8,
50796,8,11220.0,
50826,8,11989.8,
50856,8,11480.9,
50886,8,11893.7,
50916,8,11824.1,
50946,8,11974.7,
50976,8,12345.2,
51006,8,12376.1,
51036,8,12765.0,
51066,8,12455.1,
51096,8,13074.7,
51127,8,12971.6,
51157,8,13194.5,
51187,8,13194.2,
51217,0,0.0,
51247,0,0.0,
51277,8,1560.8,
51307,8,2037.2,
51337,8,4742.5,
51367,8,7145.5,
51397,8,7909.2,
51427,8,9107.9,
51457,8,9963.4,
51487,8,10490.5,
51517,8,10880.8,
51547,8,11057.9,
51577,8,11102.2,
51607,8,11332.9,
51637,8,11932.4,
51667,8,11910.9,
51698,8,12230.7,
51728,8,12547.9,
51758,8,12806.1,
51788,8,12851.1,
51818,8,12827.5,
51848,8,12865.7,
51878,8,12965.2,
51908,8,13300.6,
51938,8,13340.0,
51968,8,13162.0,
51998,8,12884.5,
52028,8,13257.2,
52058,8,13140.4,
52088,8,13115.1,
52118,8,13313.9,
52148,8,13424.7,
52179,8,13099.7,
52209,8,13399.2,
52239,8,13513.9,
52269,8,13253.7,
52299,8,13303.6,
52329,8,13401.4,
52359,8,13818.5,
52389,8,13603.5,
52419,8,14342.7,
52449,8,13920.8,
52479,8,14649.9,
52509,8,13899.5,
52539,8,14329.8,
52569,8,14482.5,
52599,8,14288.5,
52629,8,14584.5,
52659,8,14660.2,
52690,8,14569.4,
52720,8,14412.3,
52750,8,14435.1,
52780,8,14623.6,
52810,8,14865.4,
52840,8,14649.9,
52870,8,14812.1,
52900,8,14389.7,recycle
52930,0,0.0,
52960,0,0.0,
52990,8,1929.9,
53020,8,4720.3,
53050,8,7227.9,
53080,8,7614.8,
53110,8,8533.8,
53140,8,9470.4,
53170,8,10256.1,
53200,8,10540.1,
53231,8,10796.5,
53261,8,11604.6,
53291,8,11648.6,
53321,8,11778.8,
53351,8,12115.8,
53381,8,11930.1,
53411,8,12283.2,
53441,8,12739.3,
53471,8,12659.6,
53501,8,12411.9,
53531,8,13053.8,
53561,8,13100.7,
53591,8,13219.8,
53621,8,13217.4,
53651,8,12974.1,
53681,8,13257.0,
53711,8,13686.6,
53742,8,13414.7,
53772,8,13092.7,
53802,8,13530.6,
53832,8,13222.7,
53862,8,13516.0,
53892,8,13328.9,
53922,8,13956.9,
53952,8,14054.6,
53982,8,14025.7,
54012,8,14228.9,
54042,8,14169.7,
54072,8,13941.7,
54102,8,14194.3,
54132,8,14189.3,
54162,8,13915.1,
54192,8,13874.7,
54223,8,14026.6,
54253,8,14458.7,
54283,8,14289.2,
54313,8,14040.0,
54343,8,14156.7,
54373,8,14583.1,
54403,8,14393.3,
54433,8,14468.9,
54463,8,14633.7,
54493,8,14372.9,
54523,8,14779.6,
54553,8,14364.6,
54583,8,14881.8,
54613,8,14702.9,
54643,8,14987.1,
54673,8,15011.8,
54703,8,14819.9,
54734,8,14761.4,
54764,8,14585.5,
54794,8,15001.4,
54824,8,14970.3,
54854,8,14804.9,
54884,8,14878.1,
54914,8,14552.4,
54944,8,14829.7,
54974,8,14708.1,
55004,8,14777.7,
55034,8,14544.3,
55064,8,14657.9,
55094,8,15198.1,
55124,8,14776.3,
55154,8,15008.5,
55184,8,15483.1,
55214,8,15460.2,
55244,8,15438.4,
55274,8,15283.0,
55305,8,15440.4,recycle
55335,0,0.0,
55365,0,0.0,
55395,8,1935.0,
55425,8,3792.9,
55455,8,7281.7,
55485,8,8867.5,
55515,8,9406.4,
55545,8,9630.6,
55575,8,10433.9,
55605,8,11104.4,
55635,8,11492.0,
55665,8,11582.8,
55695,8,11300.4,
55725,8,11851.3,
55755,8,11914.3,
55785,8,12294.9,
55815,8,12461.4,
55845,8,12480.0,
55876,8,12680.7,
55906,8,12818.5,
55936,8,13003.2,
55966,8,13077.1,
55996,8,13012.6,
56026,8,13520.3,
56056,8,13042.8,
56086,8,13180.0,
56116,8,13165.6,
56146,8,13685.8,
56176,8,13839.0,
56206,8,13199.3,
56236,8,13345.1,
56266,8,13674.0,
56296,8,13400.0,
56326,8,13884.3,
56356,8,13350.1,
56386,8,13727.8,
56417,8,13803.8,
56447,8,13685.6,
56477,8,13533.0,
56507,8,13611.6,
56537,8,14011.9,
56567,8,13787.2,
56597,8,14190.3,
56627,8,14362.5,
56657,8,14027.7,
56687,8,14082.2,
56717,8,14287.5,
56747,8,14061.8,
56777,8,14033.0,
56807,8,14382.6,
56837,8,14650.1,
56867,8,14290.5,
56897,8,14512.7,
56927,8,14337.1,
56958,8,14868.0,
56988,8,15019.4,
57018,8,14946.2,
57048,8,14814.7,
57078,8,15238.1,
57108,8,15083.5,
57138,8,15248.8,
57168,8,15285.2,
57198,8,15163.5,
57228,8,15009.8,
57258,8,15078.2,
57288,8,15043.1,
57318,8,14943.8,
57348,8,15144.8,
57378,8,15121.0,
57408,8,14700.9,
57438,8,14778.0,
57468,8,15560.1,
57499,8,15226.9,
57529,8,15419.9,
57559,8,15477.8,
57589,8,15733.3,
